Frequency_Hz,CH1_Magnitude,CH2_Magnitude
0.0,3.396000000000001,2.8680000000000003
16.666666666666664,0.6525885545516693,0.13396793766969653
33.33333333333333,0.2884075793003187,0.2879921239408018
49.99999999999999,0.5090740952564491,0.3864885697053446
66.66666666666666,0.31420995698567716,0.6435509207012922
83.33333333333331,1.5951301406352543,0.5868106272856467
99.99999999999999,0.21203657192011857,0.3091376041291309
116.66666666666666,0.5109145788472378,0.449079072387392
133.33333333333331,0.6608212048316794,0.3029799266648401
149.99999999999997,0.3964112440266096,0.12053947147126515
166.66666666666663,0.4589761540016408,0.37608087584162364
183.33333333333331,0.2655646163709992,0.16655836818541214
199.99999999999997,0.2646454510217607,0.5455220435722157
216.66666666666663,0.38736842591241044,0.5339936348246607
233.33333333333331,0.5039858669960141,0.30123133176636224
249.99999999999997,0.8735353266957229,0.5826754170731531
266.66666666666663,0.40661626289998937,0.5303077084109772
283.3333333333333,0.24603314852093006,0.40378130356874303
299.99999999999994,0.37239405261970004,0.4812708174022262
316.66666666666663,0.3670309396586902,0.15933320843618268
333.33333333333326,0.6225315921533978,0.3230806213471325
349.99999999999994,0.6091751133039586,0.0780629176419164
366.66666666666663,1.1191575209359135,0.42064728227304155
383.33333333333326,0.6700529613142832,0.4494826790899874
399.99999999999994,0.324850191350026,0.5180229174917436
416.66666666666663,2.5687733419244063,0.3291809119455215
433.33333333333326,0.6204810562162382,0.5260353623569067
449.99999999999994,0.6759827006200493,0.8234528289799928
466.66666666666663,1.2627148234620305,0.1199511299819828
483.33333333333326,0.5805920070357854,0.1490811055344559
499.99999999999994,0.7822129924730383,0.36275996682349787
516.6666666666666,0.6915704085921622,0.35311319672529834
533.3333333333333,0.3249620971897178,0.48388516027144024
549.9999999999999,0.19224203074316568,0.10415389161041284
566.6666666666666,0.7786687038240566,0.26785639650822485
583.3333333333333,1.5186934084459225,0.7785452170368619
599.9999999999999,1.121567472313487,0.25079052238777516
616.6666666666666,0.4893699020579766,0.4009439925826176
633.3333333333333,0.4671667276869414,0.18617440905140653
649.9999999999999,0.4733147408456979,0.13586386029727776
666.6666666666665,1.2905705749719614,0.6086964319223648
683.3333333333333,0.45818443048439694,0.12385295152033449
699.9999999999999,0.37635288924839677,0.7757765257820307
716.6666666666665,0.6516809126097428,0.21052112981425777
733.3333333333333,0.6392363151602439,0.37210820985501514
749.9999999999999,1.2067699977701323,0.5190854617309296
766.6666666666665,0.9252332921181771,0.45985371753642496
783.3333333333333,0.464335063391689,0.12889000627201133
799.9999999999999,0.3715511266517614,0.5314874179066331
816.6666666666665,0.6356721713392147,0.25406096370934067
833.3333333333333,2.2548759918057,0.6845945696289106
849.9999999999999,1.056208963389918,0.30538152453221007
866.6666666666665,0.14824620761726184,0.9485076627049083
883.3333333333333,0.10736984553459739,0.6470309937803144
899.9999999999999,1.1661402434791301,0.4559734285119056
916.6666666666665,1.2869256584724091,1.2600875927497872
933.3333333333333,1.0577689657155251,0.4552338549841304
949.9999999999999,1.2934634539926113,0.7786666335294533
966.6666666666665,1.026633466240185,0.47596230624216895
983.3333333333331,0.8905604413909002,0.23422242972546306
999.9999999999999,1.3409837994901985,0.5706362978089448
1016.6666666666665,1.4365924203946505,0.23703791151529324
1033.3333333333333,0.7158154409120633,1.0425635368178545
1049.9999999999998,0.8694970984004339,0.829673687223809
1066.6666666666665,1.1674700507413454,0.7880665514222366
1083.3333333333333,0.8522856316548755,0.09198534997612864
1099.9999999999998,0.5810605521604533,1.4649897348980772
1116.6666666666665,0.5615274085840806,0.5936077242208624
1133.3333333333333,0.8909701673030759,0.7447773232066506
1149.9999999999998,1.2949100044258566,0.2969939795316964
1166.6666666666665,0.6289013289087477,1.004171824110938
1183.3333333333333,1.0095116914789872,0.6027482681046668
1199.9999999999998,0.9323660619441793,0.2781689514560975
1216.6666666666665,0.5593926502904192,1.1171127488694226
1233.3333333333333,0.25376718035924223,0.6538763686047543
1249.9999999999998,2.105066594724093,0.4498354064423103
1266.6666666666665,1.3532498871177912,0.5449384835976497
1283.3333333333333,1.293821119621491,0.7261622288615842
1299.9999999999998,2.138449431733498,0.14848950840606165
1316.6666666666665,0.6753700226480444,0.508072860899063
1333.333333333333,0.378579150910269,1.0893478848832077
1349.9999999999998,1.203674237466748,0.6475219501695052
1366.6666666666665,1.7689753271006154,0.7759693896945277
1383.333333333333,0.5671540522251297,0.49928465993255006
