Frequency (Hz),Magnitude
0.0,4.440892098500626e-16
16.666666666666664,0.32589561279808354
33.33333333333333,0.6669011203487099
49.99999999999999,0.9532146083404561
66.66666666666666,1.2650841797521932
83.33333333333331,1.157822353946317
99.99999999999999,0.3272772038113191
116.66666666666666,0.9378701937218586
133.33333333333331,0.9759654433597545
149.99999999999997,0.5049861299388357
166.66666666666663,0.872579401165832
183.33333333333331,1.3442276844196268
199.99999999999997,0.5820928543497074
216.66666666666663,1.126195405614587
233.33333333333331,1.575791560566404
249.99999999999997,1.108598742290674
266.66666666666663,0.8646614953430003
283.3333333333333,1.1674901384709806
299.99999999999994,1.3702030914623247
316.66666666666663,1.3998689945096994
333.33333333333326,0.09305198254390275
349.99999999999994,0.8639863766884727
366.66666666666663,0.8640852131296374
383.33333333333326,2.5390907531508486
399.99999999999994,0.7491427026746279
416.66666666666663,0.306736050580065
433.33333333333326,0.660796232439637
449.99999999999994,1.226061714907459
466.66666666666663,1.720873667638502
483.33333333333326,0.4401437403736489
499.99999999999994,0.7386918785590839
516.6666666666666,1.1584092164919157
533.3333333333333,1.505746695520974
549.9999999999999,1.185012296378854
566.6666666666666,0.6417408064900958
583.3333333333333,0.7232613323851969
599.9999999999999,0.6955772697385051
616.6666666666666,0.2456759311634262
633.3333333333333,0.6286679576965833
649.9999999999999,1.3945539374623193
666.6666666666665,0.5256085388029746
683.3333333333333,0.8388418445408605
699.9999999999999,1.2843061459047065
716.6666666666665,0.9363463261766043
733.3333333333333,0.34260354444380536
749.9999999999999,0.3502533988931226
766.6666666666665,0.6863148039215464
783.3333333333333,0.6919689939709791
799.9999999999999,0.5310471351234354
816.6666666666665,0.661928633277452
833.3333333333333,1.2285205429669406
849.9999999999999,0.8214924765492179
866.6666666666665,1.1071610554317608
883.3333333333333,0.3916531009930963
899.9999999999999,0.987184346012312
916.6666666666665,0.7478688859366465
933.3333333333333,0.7712870580526672
949.9999999999999,1.3618896562893068
966.6666666666665,0.16686959515064284
983.3333333333331,0.7622206816889572
999.9999999999999,1.0871990568966452
1016.6666666666665,0.805030012148821
1033.3333333333333,1.1181487940465986
1049.9999999999998,1.290620492999453
1066.6666666666665,0.7118607666230605
1083.3333333333333,1.5925314868062987
1099.9999999999998,0.5164804751990543
1116.6666666666665,1.0121359195750477
1133.3333333333333,1.3256357867288178
1149.9999999999998,1.4364786694099854
1166.6666666666665,1.0804696055622132
1183.3333333333333,1.0661776352974357
1199.9999999999998,1.0214380011563333
1216.6666666666665,0.6097318856700261
1233.3333333333333,1.6147566254139456
1249.9999999999998,0.3990025745743667
1266.6666666666665,1.3253848351793103
1283.3333333333333,0.9238945501553839
1299.9999999999998,1.584437380681297
1316.6666666666665,1.4580207496083304
1333.333333333333,0.675096801202723
1349.9999999999998,0.23746633227361721
1366.6666666666665,1.302444757526354
1383.333333333333,0.4928202964420997
1399.9999999999998,0.1967368020309895
1416.6666666666665,1.594463891809559
1433.333333333333,0.6353125499585683
1449.9999999999998,0.3867544952226402
1466.6666666666665,0.9309129508719475
1483.333333333333,1.0009758596855334
1499.9999999999998,0.550233712620526
1516.6666666666665,0.7747598815047798
1533.333333333333,1.5473703266883507
1549.9999999999998,0.6518515219277478
1566.6666666666665,0.7484818973936338
1583.333333333333,1.0367344439341584
1599.9999999999998,1.168061862637662
1616.6666666666665,0.525332111380128
1633.333333333333,2.1415342564005835
1649.9999999999998,0.7330007294525891
1666.6666666666665,1.6668417869561964
1683.333333333333,1.1513849328299242
1699.9999999999998,0.852636972394732
1716.6666666666665,0.8333288463013541
1733.333333333333,1.0610290094307506
1749.9999999999998,1.049939050149246
1766.6666666666665,1.5791224396239774
1783.333333333333,0.8674538389646113
1799.9999999999998,1.9635166556073484
1816.6666666666665,1.7032987180541945
1833.333333333333,0.541920608102266
1849.9999999999998,1.587678712977049
1866.6666666666665,0.8675200707080803
1883.333333333333,0.8757282127997438
1899.9999999999998,0.24375095436727373
1916.6666666666663,1.11539245966418
1933.333333333333,2.0269647791213803
1949.9999999999998,2.055008035048632
1966.6666666666663,1.095500534512376
1983.333333333333,0.4742518221232469
1999.9999999999998,1.48031861690769
2016.6666666666663,0.8797014798116058
2033.333333333333,1.2919750798945058
2049.9999999999995,0.9037802122207778
2066.6666666666665,1.1517630237987893
2083.333333333333,1.4531093716617467
2099.9999999999995,0.30379648483208704
2116.6666666666665,0.9207711427942363
2133.333333333333,0.8056150137922947
2149.9999999999995,0.22108584652471347
2166.6666666666665,0.44121347945706835
2183.333333333333,0.7719432070592686
2199.9999999999995,0.7176894648741935
2216.6666666666665,0.5993160984839138
2233.333333333333,0.6149508180898379
2249.9999999999995,1.1383354941687036
2266.6666666666665,0.9567555386208284
2283.333333333333,1.1189580351997626
2299.9999999999995,2.586884200722283
2316.6666666666665,0.35987817636128167
2333.333333333333,1.2817760815095967
2349.9999999999995,1.319790059992325
2366.6666666666665,1.1957487600053185
2383.333333333333,0.8558769495235687
2399.9999999999995,2.08800618237698
2416.6666666666665,0.7473895269867067
2433.333333333333,1.9715828785913778
2449.9999999999995,1.1529969629929655
2466.6666666666665,0.5797526369600052
2483.333333333333,0.6125213188781701
2499.9999999999995,1.7534691229298385
2516.6666666666665,1.1862529405180062
2533.333333333333,1.374023978743069
2549.9999999999995,0.8806913140543449
2566.6666666666665,1.9147014759474572
2583.333333333333,1.0468759020025435
2599.9999999999995,0.23316167618170622
2616.6666666666665,1.963292636087216
2633.333333333333,1.0033724444672723
2649.9999999999995,0.5702317863893508
2666.666666666666,1.2810238716368274
2683.333333333333,0.2361179040274257
2699.9999999999995,2.0408185316478096
2716.666666666666,2.8457899325184193
2733.333333333333,0.5857448504281266
